Portal_Rank,Name,Position,Year,Height,Weight,Hometown,ON3 Rating,IND Comparison,NIL Value,Date Entered,NIL_numeric,Ratings_Rank,Team,OBPR,DBPR,BPR,Poss,Box_OBPR,Box_DBPR,Box_BPR,Adj_Team_Off_Eff,Adj_Team_Def_Eff,Adj_Team_Eff_Margin,DBPR_score,OBPR_score,BPR_score,COMP_score,composite_score,score_source,tier
,Marcus Kell,SF,SR,6-8,213.0,"Rock Hill, SC",89.0,,,3/20/2026,,1514.0,Western Carolina,1.25,-0.66,0.59,1498.0,0.92,-0.69,0.23,109.3,110.8,-1.5,29.832572298325726,51.948051948051955,36.51685393258427,43.27217125382263,38.71423838093353,Full Metrics,Tier 1
,Sola Adebisi,SF,SR,6-7,205.0,"Alpharetta, GA",88.0,,,3/24/2026,,1636.0,The Citadel,0.46,-0.13,0.33,1498.0,0.36,0.53,0.89,101.9,116.3,-14.4,37.89954337899544,44.05594405594406,34.430176565008026,23.547400611620795,36.59194877032892,Full Metrics,Tier 1
,Ruot Bijiek,SF,SR,6-8,185.0,"West Des Moines, IA",88.0,,,2/24/2026,,2427.0,Bucknell,-1.12,-0.36,-1.48,590.0,-2.35,-0.63,-2.98,89.8,109.3,-19.5,34.398782343987826,28.27172827172827,19.903691813804173,15.749235474006117,27.17056868938895,Full Metrics,Tier 1
,Zion Russell,PG,SR,6-0,185.0,"Upper Marlboro, MD",88.0,,,3/25/2026,,2545.0,Saint Francis (PA),-0.52,-1.32,-1.84,1364.0,0.58,0.11,0.7,94.3,119.8,-25.5,19.786910197869105,34.26573426573427,17.01444622792937,6.574923547400616,20.870325423277176,Full Metrics,Tier 1
,Tybo Bailey,SG,SO,6-3,170.0,"Mouth Of Wilson, VA",88.0,88.94,,3/30/2026,,2777.0,East Carolina,-2.66,-0.08,-2.74,757.0,-2.76,-0.87,-3.63,93.0,105.1,-12.1,38.660578386605785,12.887112887112888,9.79133226324237,27.06422018348624,24.703909056591947,Full Metrics,Tier 1
,Gestin Liberis,PF,JR,6-9,215.0,"Havertown, PA",88.0,,,3/26/2026,,2813.0,Saint Francis (PA),-1.86,-1.08,-2.94,1220.0,-0.91,-1.53,-2.45,93.8,114.2,-20.4,23.439878234398783,20.87912087912088,8.186195826645264,14.373088685015293,18.38893398162108,Full Metrics,Tier 1
,Jaxon Edwards,SG,SR,6-6,195.0,"Indianapolis, IN",88.0,,,3/19/2026,,2173.0,IU Indy,0.07,-0.89,-0.82,1222.0,0.95,0.59,1.54,103.8,117.7,-13.9,26.331811263318116,40.159840159840165,25.200642054574637,24.311926605504585,29.259601947027903,Full Metrics,Tier 1
,Pedro Santos,SG,RS-FR,6-7,200.0,Portugal,88.0,,,3/18/2026,,2253.0,Tennessee-Martin,-2.08,1.04,-1.04,872.0,-0.56,0.81,0.25,92.7,101.3,-8.6,55.70776255707763,18.681318681318682,23.434991974317814,32.415902140672785,36.502818409125204,Full Metrics,Tier 1
,Melian Martinez,C,SO,6-9,230.0,"Cerritos, CA",88.0,,,3/18/2026,,1728.0,Louisiana Tech,-1.12,1.28,0.15,745.0,-0.74,1.03,0.29,99.9,100.9,-1.0,59.36073059360731,28.27172827172827,32.985553772070624,44.03669724770642,44.01483964694508,Full Metrics,Tier 1
,Jack Payne,SG,SR,6-6,195.0,"Boise, ID",88.0,,,3/23/2026,,1501.0,Idaho,0.44,0.18,0.63,1162.0,0.44,-0.06,0.38,102.4,107.4,-5.1,42.61796042617961,43.85614385614386,36.83788121990369,37.76758409785933,41.04393399316744,Full Metrics,Tier 1
,Caleb Blackwell,PG,RS-JR,6-1,185.0,"Buford, GA",87.0,,Expected,,,1668.0,UTEP,-0.05,0.32,0.27,1288.0,0.85,0.23,1.08,98.3,106.0,-7.7,44.74885844748859,38.961038961038966,33.94863563402889,33.79204892966361,39.4983375855105,Full Metrics,Tier 1
,Jaylen Washington,PG,SO,5-9,155.0,"Dallas, TX",87.0,,,3/23/2026,,786.0,Texas-Rio Grande Valley,2.58,-0.03,2.56,1390.0,3.3,-0.22,3.07,111.4,105.0,6.3,39.42161339421614,65.23476523476523,52.327447833065804,55.19877675840978,50.822642746752386,Full Metrics,Tier 1
,Camp Wagner,SG,JR,6-6,190.0,"Dallas, TX",87.0,,,3/18/2026,,1610.0,Indiana State,0.5,-0.12,0.38,1526.0,0.97,0.12,1.09,101.1,107.0,-5.9,38.051750380517504,44.45554445554446,34.8314606741573,36.544342507645254,38.78252977707137,Full Metrics,Tier 1
,Hunter Adam,SG,RS-JR,6-7,225.0,New Zealand,87.0,,,3/20/2026,,1015.0,Davidson,1.67,0.16,1.83,761.0,2.51,0.01,2.51,108.3,104.5,3.9,42.31354642313546,56.14385614385615,46.468699839486355,51.52905198776758,47.98448037128064,Full Metrics,Tier 1
,Elijah Elliott,SG,SO,6-2,170.0,"Orlando, FL",87.0,83.50,,3/18/2026,,1008.0,New Mexico State,1.77,0.07,1.84,945.0,1.24,0.19,1.43,111.9,108.1,3.8,40.94368340943684,57.14285714285715,46.54895666131621,51.37614678899082,47.679401000100896,Full Metrics,Tier 1
,Mike Evbagharu,SG,JR,6-4,220.0,Canada,86.0,,Expected,,,2313.0,Canisius,-0.46,-0.74,-1.2,1574.0,0.57,-0.3,0.27,93.5,113.2,-19.7,28.614916286149167,34.86513486513487,22.150882825040128,15.443425076452598,26.9089405572193,Full Metrics,Tier 1
,Andrew Ball,SG,RS-SO,6-9,215.0,"Medford, NJ",86.0,,,3/13/2026,,1486.0,Monmouth,0.3,0.37,0.67,1157.0,0.54,0.12,0.66,106.3,102.7,3.6,45.50989345509894,42.45754245754246,37.15890850722311,51.0703363914373,43.91067515658541,Full Metrics,Tier 1
,Joah Chappelle,SF,SO,6-9,185.0,"Atlanta, GA",86.0,,,3/17/2026,,2753.0,Georgia State,-1.66,-0.96,-2.62,1044.0,-1.21,0.02,-1.2,95.4,113.6,-18.2,25.266362252663626,22.87712287712288,10.75441412520064,17.737003058103976,20.6372589041019,Full Metrics,Tier 1
,Cameron Tweedy,SF,SR,6-6,220.0,"Waldorf, MD",85.0,,Expected,,,2934.0,Saint Francis (PA),-1.1,-2.62,-3.72,676.0,-1.44,-1.67,-3.11,95.0,124.9,-29.8,0.0,28.471528471528472,1.9261637239165275,0.0,7.503114862665424,Full Metrics,Tier 1
,Always Wright,SG,RS-JR,6-3,175.0,"Joplin, MO",85.0,,Expected,,,2580.0,Texas-Rio Grande Valley,-1.77,-0.18,-1.94,788.0,-2.38,-1.01,-3.39,103.8,102.3,1.4,37.138508371385086,21.77822177822178,16.211878009630816,47.70642201834862,30.698297697787936,Full Metrics,Tier 1
,Mookie Cook,SF,JR,6-7,200.0,"Jefferson, OR",,96.58,,4/01/2026,,1104.0,San Francisco,1.27,0.32,1.59,846.0,0.68,1.29,1.97,111.2,109.6,1.6,44.74885844748859,52.147852147852156,44.54253611556982,48.01223241590213,47.04684850145776,Full Metrics,Tier 1
,Larry Johnson,SG,SO,6-4,175.0,"Savannah, GA",,92.63,Expected,,,288.0,McNeese State,3.74,0.9,4.64,1413.0,3.92,0.23,4.16,113.4,98.7,14.7,53.57686453576865,76.82317682317684,69.02086677367575,68.04281345565748,64.64713539318544,Full Metrics,Tier 1
,Gabe Cupps,PG,JR,6-2,165.0,"Dayton, OH",,92.47,Expected,,,1476.0,Ohio State,0.31,0.38,0.69,664.0,-0.78,0.17,-0.6,118.8,100.6,18.3,45.662100456621005,42.55744255744256,37.31942215088282,73.54740061162079,47.40019534392873,Full Metrics,Tier 1
,Jordan Burks,SF,JR,6-9,180.0,"Decatur, AL",,87.94,,4/23/2026,,449.0,UCF,2.82,1.04,3.85,1674.0,3.48,1.45,4.93,114.7,103.5,11.2,55.70776255707763,67.63236763236765,62.68057784911717,62.69113149847094,61.130982225517045,Full Metrics,Tier 1
